year,metric,language,percent,sample_size,population,source_url,published_at
2025,jetbrains-planned-adoption,Python,7,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Kotlin,6,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,TypeScript,5,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,C++,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Java,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Swift,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,C#,3,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,JavaScript,3,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,C,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Dart,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Other,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Ruby,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,SQL,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Assembly,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Elixir,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,HTML / CSS,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Haskell,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Julia,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Lua,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,MATLAB,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,PHP,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,R,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Scala,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Shell scripting,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Groovy,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-planned-adoption,Visual Basic,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Python,35,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Java,33,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,JavaScript,26,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,TypeScript,22,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,HTML / CSS,16,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,SQL,16,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,C#,12,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,C++,11,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,PHP,9,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Go,8,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Kotlin,8,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Shell scripting,6,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,C,5,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Rust,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Dart,3,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Ruby,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Scala,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Swift,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Assembly,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Groovy,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,MATLAB,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Other,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,R,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Visual Basic,1,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Elixir,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Haskell,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Julia,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-primary-language,Lua,0,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,JavaScript,61,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Python,57,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,HTML / CSS,52,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Java,49,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,SQL,47,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,TypeScript,42,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Shell,36,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,C++,25,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,C#,21,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Go,20,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,C,18,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Kotlin,18,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,PHP,17,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Rust,12,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Dart,8,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Swift,8,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Lua,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Ruby,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Scala,4,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
2025,jetbrains-used-last-12-months,Objective-C,2,24534,developers worldwide (weighted),https://devecosystem-2025.jetbrains.com/tools-and-trends,
